time,count
2025-06-16T00:00:00Z,1
2025-06-23T00:00:00Z,3
2025-06-30T00:00:00Z,1
2025-07-14T00:00:00Z,2
2025-07-28T00:00:00Z,2
2025-08-11T00:00:00Z,2
2025-08-18T00:00:00Z,2
2025-08-25T00:00:00Z,5
2025-09-01T00:00:00Z,3
2025-09-08T00:00:00Z,4
